"","dig_code","dig_desc","variable","inv_12"
"505","33399A","Other general purpose machinery manufacturing","F06N00",""
"506","33399B","Fluid power process machinery","F06N00",""
"507","334111","Electronic computer manufacturing","F06N00",""
"508","334112","Computer storage device manufacturing","F06N00",""
"509","334118","Computer terminals and other computer peripheral equipment manufacturing","F06N00",""
"510","334210","Telephone apparatus manufacturing","F06N00",""
"511","334220","Broadcast and wireless communications equipment","F06N00",""
"512","334290","Other communications equipment manufacturing","F06N00",""
"513","334413","Semiconductor and related device manufacturing","F06N00",""
"514","334418","Printed circuit assembly (electronic assembly) manufacturing","F06N00",""
"515","33441A","Other electronic component manufacturing","F06N00",""
"516","334510","Electromedical and electrotherapeutic apparatus manufacturing","F06N00",""
"517","334511","Search, detection, and navigation instruments manufacturing","F06N00",""
"518","334512","Automatic environmental control manufacturing","F06N00",""
"519","334513","Industrial process variable instruments manufacturing","F06N00",""
"520","334514","Totalizing fluid meter and counting device manufacturing","F06N00",""
"521","334515","Electricity and signal testing instruments manufacturing","F06N00",""
"522","334516","Analytical laboratory instrument manufacturing","F06N00",""
"523","334517","Irradiation apparatus manufacturing","F06N00",""
"524","33451A","Watch, clock, and other measuring and controlling device manufacturing","F06N00",""
"525","334300","Audio and video equipment manufacturing","F06N00",""
"526","334610","Manufacturing and reproducing magnetic and optical media","F06N00",""
"527","335110","Electric lamp bulb and part manufacturing","F06N00",""
"528","335120","Lighting fixture manufacturing","F06N00",""
"529","335210","Small electrical appliance manufacturing","F06N00",""
"530","335221","Household cooking appliance manufacturing","F06N00",""
"531","335222","Household refrigerator and home freezer manufacturing","F06N00",""
"532","335224","Household laundry equipment manufacturing","F06N00",""
"533","335228","Other major household appliance manufacturing","F06N00",""
"534","335311","Power, distribution, and specialty transformer manufacturing","F06N00",""
"535","335312","Motor and generator manufacturing","F06N00",""
"536","335313","Switchgear and switchboard apparatus manufacturing","F06N00",""
"537","335314","Relay and industrial control manufacturing","F06N00",""
"538","335911","Storage battery manufacturing","F06N00",""
"539","335912","Primary battery manufacturing","F06N00",""
"540","335920","Communication and energy wire and cable manufacturing","F06N00",""
"541","335930","Wiring device manufacturing","F06N00",""
"542","335991","Carbon and graphite product manufacturing","F06N00",""
"543","335999","All other miscellaneous electrical equipment and component manufacturing","F06N00",""
"544","336111","Automobile manufacturing","F06N00",""
"545","336112","Light truck and utility vehicle manufacturing","F06N00",""
"546","336120","Heavy duty truck manufacturing","F06N00",""
"547","336211","Motor vehicle body manufacturing","F06N00",""
"548","336212","Truck trailer manufacturing","F06N00",""
"549","336213","Motor home manufacturing","F06N00",""
"550","336214","Travel trailer and camper manufacturing","F06N00",""
"551","336310","Motor vehicle gasoline engine and engine parts manufacturing","F06N00",""
"552","336320","Motor vehicle electrical and electronic equipment manufacturing","F06N00",""
"553","336350","Motor vehicle transmission and power train parts manufacturing","F06N00",""
"554","336360","Motor vehicle seating and interior trim manufacturing","F06N00",""
"555","336370","Motor vehicle metal stamping","F06N00",""
"556","336390","Other Motor Vehicle Parts Manufacturing","F06N00",""
"557","3363A0","Motor vehicle steering, suspension component (except spring), and brake systems manufacturing","F06N00",""
"558","336411","Aircraft manufacturing","F06N00",""
"559","336412","Aircraft engine and engine parts manufacturing","F06N00",""
"560","336413","Other aircraft parts and auxiliary equipment manufacturing","F06N00",""
"561","336414","Guided missile and space vehicle manufacturing","F06N00",""
"562","33641A","Propulsion units and parts for space vehicles and guided missiles","F06N00",""
"563","336500","Railroad rolling stock manufacturing","F06N00",""
"564","336611","Ship building and repairing","F06N00",""
"565","336612","Boat building","F06N00",""
"566","336991","Motorcycle, bicycle, and parts manufacturing","F06N00",""
"567","336992","Military armored vehicle, tank, and tank component manufacturing","F06N00",""
"568","336999","All other transportation equipment manufacturing","F06N00",""
"569","337110","Wood kitchen cabinet and countertop manufacturing","F06N00",""
"570","337121","Upholstered household furniture manufacturing","F06N00",""
"571","337122","Nonupholstered wood household furniture manufacturing","F06N00",""
"572","337127","Institutional furniture manufacturing","F06N00",""
"573","33712N","Other household nonupholstered furniture","F06N00",""
"574","337215","Showcase, partition, shelving, and locker manufacturing","F06N00",""
"575","33721A","Office furniture and custom architectural woodwork and millwork manufacturing","F06N00",""
"576","337900","Other furniture related product manufacturing","F06N00",""
"577","339112","Surgical and medical instrument manufacturing","F06N00",""
"578","339113","Surgical appliance and supplies manufacturing","F06N00",""
"579","339114","Dental equipment and supplies manufacturing","F06N00",""
"580","339115","Ophthalmic goods manufacturing","F06N00",""
"581","339116","Dental laboratories","F06N00",""
"582","339910","Jewelry and silverware manufacturing","F06N00",""
"583","339920","Sporting and athletic goods manufacturing","F06N00",""
"584","339930","Doll, toy, and game manufacturing","F06N00",""
"585","339940","Office supplies (except paper) manufacturing","F06N00",""
"586","339950","Sign manufacturing","F06N00",""
"587","339990","All other miscellaneous manufacturing","F06N00",""
"588","311111","Dog and cat food manufacturing","F06N00",""
"589","311119","Other animal food manufacturing","F06N00",""
"590","311210","Flour milling and malt manufacturing","F06N00",""
"591","311221","Wet corn milling","F06N00",""
"592","311225","Fats and oils refining and blending","F06N00",""
"593","311224","Soybean and other oilseed processing","F06N00",""
"594","311230","Breakfast cereal manufacturing","F06N00",""
"595","311300","Sugar and confectionery product manufacturing","F06N00",""
"596","311410","Frozen food manufacturing","F06N00",""
"597","311420","Fruit and vegetable canning, pickling, and drying","F06N00",""
"598","311513","Cheese manufacturing","F06N00",""
"599","311514","Dry, condensed, and evaporated dairy product manufacturing","F06N00",""
"600","31151A","Fluid milk and butter manufacturing","F06N00",""
"601","311520","Ice cream and frozen dessert manufacturing","F06N00",""
"602","311615","Poultry processing","F06N00",""
"603","31161A","Animal (except poultry) slaughtering, rendering, and processing","F06N00",""
"604","311700","Seafood product preparation and packaging","F06N00",""
"605","311810","Bread and bakery product manufacturing","F06N00",""
"606","3118A0","Cookie, cracker, pasta, and tortilla manufacturing","F06N00",""
"607","311910","Snack food manufacturing","F06N00",""
"608","311920","Coffee and tea manufacturing","F06N00",""
"609","311930","Flavoring syrup and concentrate manufacturing","F06N00",""
"610","311940","Seasoning and dressing manufacturing","F06N00",""
"611","311990","All other food manufacturing","F06N00",""
"612","312110","Soft drink and ice manufacturing","F06N00",""
"613","312120","Breweries","F06N00",""
"614","312130","Wineries","F06N00",""
"615","312140","Distilleries","F06N00",""
"616","312200","Tobacco product manufacturing","F06N00",""
"617","313100","Fiber, yarn, and thread mills","F06N00",""
"618","313200","Fabric mills","F06N00",""
"619","313300","Textile and fabric finishing and fabric coating mills","F06N00",""
"620","314110","Carpet and rug mills","F06N00",""
"621","314120","Curtain and linen mills","F06N00",""
"622","314900","Other textile product mills","F06N00",""
"623","315000","Apparel manufacturing","F06N00",""
"624","316000","Leather and allied product manufacturing","F06N00",""
"625","322110","Pulp mills","F06N00",""
"626","322120","Paper mills","F06N00",""
"627","322130","Paperboard mills","F06N00",""
"628","322210","Paperboard container manufacturing","F06N00",""
"629","322220","Paper Bag and Coated and Treated Paper Manufacturing","F06N00",""
"630","322230","Stationery product manufacturing","F06N00",""
"631","322291","Sanitary paper product manufacturing","F06N00",""
"632","322299","All other converted paper product manufacturing","F06N00",""
"633","323110","Printing","F06N00",""
"634","323120","Support activities for printing","F06N00",""
"635","324110","Petroleum refineries","F06N00",""
"636","324121","Asphalt paving mixture and block manufacturing","F06N00",""
"637","324122","Asphalt shingle and coating materials manufacturing","F06N00",""
"638","324190","Other petroleum and coal products manufacturing","F06N00",""
